product_name,product_brand,product_category,product_code,product_series,business,product_identifier
XYE04 - XYE09,YORK,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",York Sun Core,Ducted Systems Commercial,XYE04_-_XYE09-YOR-_XYE04_to_XYE09-Ye-Dl
XQE04 - XQE06,YORK,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",York Sun Core,Ducted Systems Commercial,XQE04_-_XQE06-YOR-_XYE04_to_XYE09-Ye-Dl
XYE04 - XYE09,Coleman,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",Coleman Point Core,Ducted Systems Commercial,XYE04_-_XYE09-Col-_XYE04_to_XYE09-Ce-Dl
XQE04 - XQE06,Coleman,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",Coleman Point Core,Ducted Systems Commercial,XQE04_-_XQE06-Col-_XYE04_to_XYE09-Ce-Dl
XYE04 - XYE09,TempMaster,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",TempMaster Omni Core,Ducted Systems Commercial,XYE04_-_XYE09-Tem-_XYE04_to_XYE09-Te-Dl
XQE04 - XQE06,TempMaster,"Heat Pumps, Packaged Rooftop Units","XQE04 to XQE06, XXE08 to XXE12, XXEA7, XYE04 to XYE09",TempMaster Omni Core,Ducted Systems Commercial,XQE04_-_XQE06-Tem-_XYE04_to_XYE09-Te-Dl
YK-07,Champion,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07","7.5 to 12.5 Ton, 7.5 to 25 Ton",Ducted Systems Commercial,YK-07-Cha-_YK-07-7n-Dl
YJ-10 - YJ-20,Champion,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07","7.5 to 12.5 Ton, 7.5 to 25 Ton",Ducted Systems Commercial,YJ-10_-_YJ-20-Cha-_YK-07-7n-Dl
YJT30 - YJT50,TempMaster,"Split-System Air Conditioners, Split-System Units","YJT30, YJT40, YJT50",Max Split System,Ducted Systems Commercial,YJT30_-_YJT50-Tem-_YJT50-Mm-Dl
CV15 - CV28,TempMaster,"Air Conditioners, Packaged Rooftop Units","CV15, CV18, CV20, CV25, CV28",Choice,Ducted Systems Commercial,CV15_-_CV28-Tem-_CV28-Ce-Dl
YD120 - YD240,YORK,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NC090/NC240, ND090/ND240, NL090/NL240, NM090/NM240, PC090/PC240, PD090/PD240, PE090/PE240, YC090 to YC300, YD090 to YD300, YE090 to YE300",York Sun Pro,Ducted Systems Commercial,YD120_-_YD240-YOR-_YE090_to_YE300-Yo-Dl
YD360 - YD600,YORK,"Split-System Air Conditioners, Split-System Units","YD360, YD480, YD600",Millennium,Ducted Systems Commercial,YD360_-_YD600-YOR-_YD600-Mm-Dl
YJ-10 - YJ-20,Luxaire,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Luxaire Optimum Pro,Ducted Systems Commercial,YJ-10_-_YJ-20-Lux-_YK-07-Lo-Dl
YK-07,Luxaire,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Luxaire Optimum Pro,Ducted Systems Commercial,YK-07-Lux-_YK-07-Lo-Dl
YJ-10 - YJ-20,Fraser-Johnston,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Fraser-Johnston Relia Pro,Ducted Systems Commercial,YJ-10_-_YJ-20-Fra-_YK-07-Fo-Dl
YK-07,Fraser-Johnston,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Fraser-Johnston Relia Pro,Ducted Systems Commercial,YK-07-Fra-_YK-07-Fo-Dl
YJ-10 - YJ-20,Coleman,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Coleman Point Pro,Ducted Systems Commercial,YJ-10_-_YJ-20-Col-_YK-07-Co-Dl
YK-07,Coleman,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","NH-07 to NH-25, NJ-10 to NJ-20, NS-07 to NS-25, NW-10 to NW-20, PH-07 to PH-15, PJ-15 to PJ-20, PK-07, YH-07, YH-07 to YH-25, YH-10 to YH-25, YJ-10 to YJ-20, YK-07",Coleman Point Pro,Ducted Systems Commercial,YK-07-Col-_YK-07-Co-Dl
YJ-30 - YJ-50,Fraser-Johnston,"Split-System Air Conditioners, Split-System Units","YJ-30, YJ-40, YJ-50",YJ Model,Ducted Systems Commercial,YJ-30_-_YJ-50-Fra-_YJ-50-Yl-Dl
YJ-30 - YJ-50,Coleman,"Split-System Air Conditioners, Split-System Units","YJ-30, YJ-40, YJ-50",YJ Model,Ducted Systems Commercial,YJ-30_-_YJ-50-Col-_YJ-50-Yl-Dl
AV15 - AV28,YORK,"Air Conditioners, Packaged Rooftop Units","AV15, AV18, AV20, AV25, AV28",Choice,Ducted Systems Commercial,AV15_-_AV28-YOR-_AV28-Ce-Dl
ZD-03 - ZD-A6,Coleman,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XT-03 to XT-05, XTT03 to XTT05, ZD-01 to ZD-12, ZD-03, ZD-A1, ZD-A2, ZD-A3, ZD-A4, ZD-A5, ZD-A6",Apex,Ducted Systems Commercial,ZD-03_-_ZD-A6-Col-_ZD-A6-Ax-Dl
ZD-03 - ZD-A7,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZD-01 to ZD-12, ZD-A3, ZD-A4, ZD-A5, ZD-A6",ReliaCore 100,Ducted Systems Commercial,ZD-03_-_ZD-A7-Fra-_ZD-A6-R0-Dl
ZD-03 - ZD-A8,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZD-01 to ZD-12, ZD-A3, ZD-A4, ZD-A5, ZD-A6",Optimum,Ducted Systems Commercial,ZD-03_-_ZD-A8-Lux-_ZD-A6-Om-Dl
ZDT03 - ZDTA6,TempMaster,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XTT03 to XTT05, ZDT03, ZDT04, ZDT05, ZDTA6",OmniCore 100,Ducted Systems Commercial,ZDT03_-_ZDTA6-Tem-_ZDTA6-O0-Dl
ZE036 - ZE072,YORK,"Air Conditioners, Heat Pumps, Packaged Rooftop Units","XN036 to XN072, ZE036, ZE036 to ZE072, ZE037, ZE038, ZE039, ZE040, ZE041, ZE042, ZE043, ZE044, ZE045, ZE046, ZE047, ZE048, ZE049, ZE050, ZE051, ZE052, ZE053, ZE054, ZE055, ZE056, ZE057, ZE058, ZE059, ZE060, ZE061, ZE062, ZE063, ZE064, ZE065, ZE066, ZE067, ZE068, ZE069, ZE070, ZE071, ZE072, ZE073, ZE074, ZE075, ZE076, ZE077, ZE078, ZE079, ZE080, ZE081, ZE082, ZE083, ZE084, ZE085, ZE086, ZE087, ZE088, ZE089, ZE090, ZE091, ZE092, ZE093, ZE094, ZE095, ZE096, ZE097, ZE098, ZE099",Sunline,Ducted Systems Commercial,ZE036_-_ZE072-YOR-_ZE099-Se-Dl
ZH037 - ZH150,YORK,"Air Conditioners, Packaged Rooftop Units","ZF078 to ZF150, ZH037 to ZH150, ZJ037 to ZJ150, ZR037 to ZR150, ZT037 to ZT150",York Sun Pro,Ducted Systems Commercial,ZH037_-_ZH150-YOR-_ZT037_to_ZT150-Yo-Dl
ZJ037 - ZJ150,YORK,"Air Conditioners, Packaged Rooftop Units","ZF078 to ZF150, ZH037 to ZH150, ZJ037 to ZJ150, ZR037 to ZR150, ZT037 to ZT150",York Sun Pro,Ducted Systems Commercial,ZJ037_-_ZJ150-YOR-_ZT037_to_ZT150-Yo-Dl
ZR037 - ZR150,YORK,"Air Conditioners, Packaged Rooftop Units","ZF078 to ZF150, ZH037 to ZH150, ZJ037 to ZJ150, ZR037 to ZR150, ZT037 to ZT150",York Sun Pro,Ducted Systems Commercial,ZR037_-_ZR150-YOR-_ZT037_to_ZT150-Yo-Dl
ZF078 - 150,YORK,"Air Conditioners, Packaged Rooftop Units","ZF078 to ZF150, ZH037 to ZH150, ZJ037 to ZJ150, ZR037 to ZR150, ZT037 to ZT150",York Sun Pro,Ducted Systems Commercial,ZF078_-_150-YOR-_ZT037_to_ZT150-Yo-Dl
ZT037 - ZT150,YORK,"Air Conditioners, Packaged Rooftop Units","ZF078 to ZF150, ZH037 to ZH150, ZJ037 to ZJ150, ZR037 to ZR150, ZT037, ZT037 to ZT150, ZT038, ZT039, ZT040, ZT041, ZT042, ZT043, ZT044, ZT045, ZT046, ZT047, ZT048, ZT049, ZT050, ZT051, ZT052, ZT053, ZT054, ZT055, ZT056, ZT057, ZT058, ZT059, ZT060, ZT061, ZT062, ZT063, ZT064, ZT065, ZT066, ZT067, ZT068, ZT069, ZT070, ZT071, ZT072, ZT073, ZT074, ZT075, ZT076, ZT077, ZT078, ZT079, ZT080, ZT081, ZT082, ZT083, ZT084, ZT085, ZT086, ZT087, ZT088, ZT089, ZT090, ZT091, ZT092, ZT093, ZT094, ZT095, ZT096, ZT097, ZT098, ZT099, ZT100, ZT110, ZT120, ZT130, ZT140, ZT150",York Sun Pro,Ducted Systems Commercial,ZT037_-_ZT150-YOR-_ZT150-Yo-Dl
ZX04-14,Champion,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",3 to 12.5 Ton,Ducted Systems Commercial,ZX04-14-Cha-_ZY-04_to_ZY-12-3n-Dl
ZY04-2,Champion,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",3 to 12.5 Ton,Ducted Systems Commercial,ZY04-2-Cha-_ZY-04_to_ZY-12-3n-Dl
ZX04-14,Coleman,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Coleman Point Core,Ducted Systems Commercial,ZX04-14-Col-_ZY-04_to_ZY-12-Ce-Dl
ZY04-2,Coleman,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Coleman Point Core,Ducted Systems Commercial,ZY04-2-Col-_ZY-04_to_ZY-12-Ce-Dl
ZX04-14,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",TempMaster Omni Core,Ducted Systems Commercial,ZX04-14-Tem-_ZY-04_to_ZY-12-Te-Dl
ZY04-2,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",TempMaster Omni Core,Ducted Systems Commercial,ZY04-2-Tem-_ZY-04_to_ZY-12-Te-Dl
ZX04-14,YORK,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",York Sun Core,Ducted Systems Commercial,ZX04-14-YOR-_ZY-04_to_ZY-12-Ye-Dl
ZY04-2,YORK,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",York Sun Core,Ducted Systems Commercial,ZY04-2-YOR-_ZY-04_to_ZY-12-Ye-Dl
ZX04-14,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Luxaire Optimum Core,Ducted Systems Commercial,ZX04-14-Lux-_ZY-04_to_ZY-12-Le-Dl
ZY04-2,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Luxaire Optimum Core,Ducted Systems Commercial,ZY04-2-Lux-_ZY-04_to_ZY-12-Le-Dl
ZX04-14,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Fraser-Johnston Relia Core,Ducted Systems Commercial,ZX04-14-Fra-_ZY-04_to_ZY-12-Fe-Dl
ZY04-2,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Fraser-Johnston Relia Core,Ducted Systems Commercial,ZY04-2-Fra-_ZY-04_to_ZY-12-Fe-Dl
ZX04-14,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Core,Ducted Systems Commercial,ZX04-14-Joh-_ZY-04_to_ZY-12-Ce-Dl
ZY04-2,Johnson Controls,"Air Conditioners, Packaged Rooftop Units","ZQ-04 to ZQ-06, ZX-08 to ZX-14, ZXA7, ZY-04 to ZY-12",Core,Ducted Systems Commercial,ZY04-2-Joh-_ZY-04_to_ZY-12-Ce-Dl
ZU-A3 - ZU-12,Coleman,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Coleman Point Pro,Ducted Systems Commercial,ZU-A3_-_ZU-12-Col-_ZW-A5-Co-Dl
ZW-A3 - ZW-12,Coleman,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Coleman Point Pro,Ducted Systems Commercial,ZW-A3_-_ZW-12-Col-_ZW-A5-Co-Dl
ZK-A3 - ZK-12,Coleman,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Coleman Point Pro,Ducted Systems Commercial,ZK-A3_-_ZK-12-Col-_ZW-A5-Co-Dl
ZV-A3 - ZV-12,Coleman,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Coleman Point Pro,Ducted Systems Commercial,ZV-A3_-_ZV-12-Col-_ZW-A5-Co-Dl
ZU-A3 - ZU-12,Champion,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",3 to 12.5 Ton,Ducted Systems Commercial,ZU-A3_-_ZU-12-Cha-_ZW-A5-3n-Dl
ZW-A3 - ZW-12,Champion,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",3 to 12.5 Ton,Ducted Systems Commercial,ZW-A3_-_ZW-12-Cha-_ZW-A5-3n-Dl
ZK-A3 - ZK-12,Champion,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",3 to 12.5 Ton,Ducted Systems Commercial,ZK-A3_-_ZK-12-Cha-_ZW-A5-3n-Dl
ZU-A3 - ZU-12,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Fraser-Johnston Relia Pro,Ducted Systems Commercial,ZU-A3_-_ZU-12-Fra-_ZW-A5-Fo-Dl
ZW-A3 - ZW-12,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Fraser-Johnston Relia Pro,Ducted Systems Commercial,ZW-A3_-_ZW-12-Fra-_ZW-A5-Fo-Dl
ZK-A3 - ZK-12,Fraser-Johnston,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Fraser-Johnston Relia Pro,Ducted Systems Commercial,ZK-A3_-_ZK-12-Fra-_ZW-A5-Fo-Dl
ZU-A3 - ZU-12,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Luxaire Optimum Pro,Ducted Systems Commercial,ZU-A3_-_ZU-12-Lux-_ZW-A5-Lo-Dl
ZW-A3 - ZW-12,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Luxaire Optimum Pro,Ducted Systems Commercial,ZW-A3_-_ZW-12-Lux-_ZW-A5-Lo-Dl
ZK-A3 - ZK-12,Luxaire,"Air Conditioners, Packaged Rooftop Units","ZK-01 to ZK-12, ZK-A3, ZK-A4, ZK-A5, ZS-06 to ZS-12, ZU-01 to ZU-12, ZU-A3, ZU-A4, ZU-A5, ZU-A6, ZV-06 to ZV-12, ZV-A3, ZV-A4, ZV-A5, ZW-06 to ZW-12, ZW-A3, ZW-A4, ZW-A5",Luxaire Optimum Pro,Ducted Systems Commercial,ZK-A3_-_ZK-12-Lux-_ZW-A5-Lo-Dl
ZUTA3 - ZUT12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZK-A3, ZK-A4, ZK-A5, ZKT01 to ZKT12, ZKTA3, ZKTA4, ZKTA5, ZST06 to ZST12, ZUT06 to ZUT12, ZUTA3, ZUTA4, ZUTA5, ZVT06 to ZVT12, ZVTA3, ZVTA4, ZVTA6, ZWT06 to ZWT12, ZWTA3, ZWTA4, ZWTA5",TempMaster Omni Pro,Ducted Systems Commercial,ZUTA3_-_ZUT12-Tem-_ZWTA5-To-Dl
ZWTA3 - ZWT12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZK-A3, ZK-A4, ZK-A5, ZKT01 to ZKT12, ZKTA3, ZKTA4, ZKTA5, ZST06 to ZST12, ZUT06 to ZUT12, ZUTA3, ZUTA4, ZUTA5, ZVT06 to ZVT12, ZVTA3, ZVTA4, ZVTA6, ZWT06 to ZWT12, ZWTA3, ZWTA4, ZWTA5",TempMaster Omni Pro,Ducted Systems Commercial,ZWTA3_-_ZWT12-Tem-_ZWTA5-To-Dl
ZKTA3 - ZKT12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZK-A3, ZK-A4, ZK-A5, ZKT01 to ZKT12, ZKTA3, ZKTA4, ZKTA5, ZST06 to ZST12, ZUT06 to ZUT12, ZUTA3, ZUTA4, ZUTA5, ZVT06 to ZVT12, ZVTA3, ZVTA4, ZVTA6, ZWT06 to ZWT12, ZWTA3, ZWTA4, ZWTA5",TempMaster Omni Pro,Ducted Systems Commercial,ZKTA3_-_ZKT12-Tem-_ZWTA5-To-Dl
ZVTA3 - T12,TempMaster,"Air Conditioners, Packaged Rooftop Units","ZK-A3, ZK-A4, ZK-A5, ZKT01 to ZKT12, ZST06 to ZST12, ZUT06 to ZUT12, ZUTA3, ZUTA4, ZUTA5, ZVT06 to ZVT12, ZVTA3, ZVTA4, ZVTA6, ZWT06 to ZWT12, ZWTA3, ZWTA4, ZWTA5",TempMaster Omni Pro,Ducted Systems Commercial,ZVTA3_-_T12-Tem-_ZWTA5-To-Dl
Economizer Controller,Champion,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Cha-SE-ECO1001-1-XX-Dl
Economizer Controller,Coleman,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Col-SE-ECO1001-1-XX-Dl
Economizer Controller,Fraser-Johnston,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Fra-SE-ECO1001-1-XX-Dl
Economizer Controller,Johnson Controls,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Joh-SE-ECO1001-1-XX-Dl
Economizer Controller,Luxaire,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Lux-SE-ECO1001-1-XX-Dl
Economizer Controller,TempMaster,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-Tem-SE-ECO1001-1-XX-Dl
Economizer Controller,YORK,"Economizer Controller, Light Commercial Controls",SE-ECO1001-1,Not Specified,Ducted Systems Commercial,Economizer_Controller-YOR-SE-ECO1001-1-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,Champion,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Cha-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,Coleman,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Col-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,Fraser-Johnston,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Fra-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,Johnson Controls,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Joh-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,Luxaire,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Lux-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,TempMaster,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-Tem-SE-SPU1004-0-XX-Dl
Simplicity Smart Equipment Four-Stage Expansion Control Board,YORK,"Light Commercial Controls, Smart Equipment",SE-SPU1004-0,Not Specified,Ducted Systems Commercial,Simplicity_Smart_Equipment_Four-Stage_Expansion_Control_Board-YOR-SE-SPU1004-0-XX-Dl
J15XP - J20XP,Johnson Controls,"Heat Pumps, Packaged Rooftop Units","J15XP, J20XP",20,Ducted Systems Commercial,J15XP_-_J20XP-Joh-_J20XP-20-Dl
J07PC - J15PC,Johnson Controls,"Split-System Air Conditioners, Split-System Heat Pumps, Split-System Units","J07NC, J07NL to J25NL, J07PC to J15PC, J07PE, J07YC to J25YC, J07YE, J08NC, J09NC, J10NC, J10ND, J10NM to J20NM, J10YD to J20YD, J11NC, J11ND, J12NC, J12ND, J13NC, J13ND, J14NC, J14ND, J15NC, J15ND, J15PD to J20PD, J16NC, J16ND, J17NC, J17ND, J18NC, J18ND, J19NC, J19ND, J20NC, J20ND, J21NC, J22NC, J23NC, J24NC, J25NC",20,Ducted Systems Commercial,J07PC_-_J15PC-Joh-_J25NC-20-Dl
